"game_code","period","frame","event","player_id","dplayer_id"
"2016-02-02-BOS-NYK",4,5609,"2PM","202682","203482"
"2016-02-02-BOS-NYK",4,5943,"TO","202340",NA
"2016-02-02-BOS-NYK",4,6433,"2PX","202682","203482"
"2016-02-02-BOS-NYK",4,6434,"ORB","202682",NA
"2016-02-02-BOS-NYK",4,6492,"2PM","202682","202323"
"2016-02-02-BOS-NYK",4,6952,"2PX","202340","2756"
"2016-02-02-BOS-NYK",4,7009,"DRB","202498",NA
"2016-02-02-BOS-NYK",4,7304,"FOUL","202682","203935"
"2016-02-02-BOS-NYK",4,7567,"3PM","201167","202323"
"2016-02-02-BOS-NYK",4,8147,"2PX","202340","2756"
"2016-02-02-BOS-NYK",4,8204,"ORB","203092",NA
"2016-02-02-BOS-NYK",4,8262,"3PX","203482","2546"
"2016-02-02-BOS-NYK",4,8309,"DRB","201577",NA
"2016-02-02-BOS-NYK",4,8796,"2PX","201167","203935"
"2016-02-02-BOS-NYK",4,8836,"DRB","203092",NA
"2016-02-02-BOS-NYK",4,9066,"2PM","202323","202682"
"2016-02-02-BOS-NYK",4,9554,"2PX","2546","202323"
"2016-02-02-BOS-NYK",4,9601,"DRB","203482",NA
"2016-02-02-BOS-NYK",4,9844,"2PM","202323","201577"
"2016-02-02-BOS-NYK",4,10331,"SF","2756","202340"
"2016-02-02-BOS-NYK",4,10355,"FOUL","2756","202340"
"2016-02-02-BOS-NYK",4,11142,"2PM","203482","2546"
"2016-02-02-BOS-NYK",4,11526,"SF","202498","203482"
"2016-02-02-BOS-NYK",4,11540,"FOUL","202498","203092"
"2016-02-02-BOS-NYK",4,12093,"2PM","202323","2546"
"2016-02-02-BOS-NYK",4,12533,"FOUL","201167","202340"
"2016-02-02-BOS-NYK",4,12976,"2PX","2546","202323"
"2016-02-02-BOS-NYK",4,13040,"ORB","204038",NA
"2016-02-02-BOS-NYK",4,13092,"3PX","201167","203935"
"2016-02-02-BOS-NYK",4,13153,"DRB","202323",NA
"2016-02-02-BOS-NYK",4,13459,"2PX","202323","201577"
"2016-02-02-BOS-NYK",4,13491,NA,"203482",NA
"2016-02-02-BOS-NYK",4,13496,"FOUL","203092","2546"
"2016-02-02-BOS-NYK",4,13813,"FOUL","203482","2546"
"2016-02-02-BOS-NYK",4,14103,"2PX","203092","201577"
"2016-02-02-BOS-NYK",4,14184,"ORB","202323",NA
"2016-02-02-BOS-NYK",4,14258,"2PX","202738","2546"
"2016-02-02-BOS-NYK",4,14272,"ORB","203092",NA
"2016-02-02-BOS-NYK",4,14282,"2PM","203092","2546"
"2016-02-02-BOS-NYK",4,14621,"2PX","202498","203482"
"2016-02-02-BOS-NYK",4,14671,"SF","201577","203092"
"2016-02-02-BOS-NYK",4,14672,"FOUL","201577","203092"
"2016-02-02-BOS-NYK",4,15216,"2PM","203092","201577"
"2016-02-02-BOS-NYK",4,15728,"2PM","204001","203482"
"2016-02-02-BOS-NYK",4,16307,"3PX","203935","201167"
"2016-02-02-BOS-NYK",4,16352,"DRB","2546",NA
"2016-02-02-BOS-NYK",4,16507,"3PX","204001","203482"
"2016-02-02-BOS-NYK",4,16549,"DRB","202738",NA
"2016-02-02-BOS-NYK",4,16642,"2PM","203482","204038"
"2016-02-02-BOS-NYK",4,17097,"2PM","204001","203482"
"2016-02-02-BOS-NYK",4,17557,"2PX","202323","2546"
"2016-02-02-BOS-NYK",4,17602,"ORB","202323",NA
"2016-02-02-BOS-NYK",4,17652,"2PX","203092","201577"
"2016-02-02-BOS-NYK",4,17688,"DRB","2546",NA
"2016-02-02-BOS-NYK",4,17971,"2PX","204038","202738"
"2016-02-02-BOS-NYK",4,18019,"DRB","202323",NA
"2016-02-02-BOS-NYK",4,18502,"2PX","202323","201577"
"2016-02-02-BOS-NYK",4,18537,"ORB","203092",NA
"2016-02-02-BOS-NYK",4,18564,"TO","203092","204001"
"2016-02-02-BOS-NYK",4,18685,"3PX","2546","202738"
"2016-02-02-BOS-NYK",4,18752,"DRB","202323",NA
"2016-02-02-BOS-NYK",4,19117,"2PM","202738","201577"
"2016-02-02-BOS-NYK",4,19452,"3PX","201167","203935"
"2016-02-02-BOS-NYK",4,19503,"FOUL","202323","2546"
"2016-02-02-BOS-NYK",4,20128,"TO","202738",NA
"2016-02-02-BOS-NYK",4,20369,"2PM","201167","203482"
"2016-02-02-BOS-NYK",1,125,"POSS","204001","101161"
"2016-02-02-BOS-NYK",1,147,"PASS","204001",NA
"2016-02-02-BOS-NYK",1,149,"POSS","204038","202738"
"2016-02-02-BOS-NYK",1,163,"DRIB","204038",NA
"2016-02-02-BOS-NYK",1,211,"DRIB","204038",NA
